age,workclass,education,marital-status,occupation,relationship,race,sex,hours-per-week,native-country,earn,capital-remain
1,, Bachelors, Never-married, Exec-managerial, Own-child,, Male,0, Germany, <=50K,0
1,,, Married-civ-spouse, Prof-specialty, Husband, White,,1, United-States, >50K,0
0, Private, Some-college, Never-married, Other-service,, Black, Male,0, United-States, <=50K,0
1, Private, Bachelors, Married-civ-spouse, Exec-managerial,, White, Female,0, United-States, >50K,0
0,, Some-college, Never-married, Adm-clerical,, White, Female,, United-States, <=50K,0
1, Private, Assoc-acdm, Married-civ-spouse, Adm-clerical, Husband, White, Male,0, United-States, >50K,0
,, HS-grad, Married-civ-spouse,, Husband,, Male,0, United-States, <=50K,0
1, Private,, Divorced, Craft-repair, Not-in-family, White, Male,0,, <=50K,
, Private, Assoc-acdm,, Sales, Not-in-family,, Female,1, United-States, <=50K,0
1, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,, <=50K,
1, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,, United-States, <=50K,0
1, Private, Bachelors, Married-civ-spouse,, Husband, White, Male,1, United-States, <=50K,0
1, Private, Assoc-acdm, Divorced, Tech-support,, Black, Female,, United-States, <=50K,0
1, Federal-gov,, Married-civ-spouse, Prof-specialty, Husband,, Male,, Iran, >50K,0
1, Self-emp-not-inc,, Married-civ-spouse,, Husband,,,1, United-States, <=50K,
, Private, Assoc-voc, Married-civ-spouse, Adm-clerical, Wife, White, Female,0, United-States, <=50K,0
0, Private, Some-college,, Sales, Own-child, White,,0,, <=50K,
, Private,, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,, >50K,0
2,, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,, United-States, <=50K,0
1, Private, Some-college,, Sales, Own-child, White, Female,0, United-States, <=50K,0
0, Private, Some-college, Never-married, Other-service, Own-child,,,0, Mexico, <=50K,0
, Private, Assoc-voc, Never-married, Prof-specialty, Not-in-family, White, Female,0, United-States, >50K,0
2, Private, Some-college, Never-married, Tech-support, Other-relative,,,0,, <=50K,0
,, HS-grad,,,, Black,,0, United-States, <=50K,0
1,, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,, <=50K,
1, Private, HS-grad, Widowed, Other-service, Unmarried, White, Female,0, United-States, <=50K,
, Private, 11th, Married-civ-spouse,, Husband, White, Male,, United-States, <=50K,0
,, Some-college,,, Not-in-family, White, Female,0, United-States, <=50K,0
1, Local-gov, Some-college,, Adm-clerical, Unmarried, White, Female,0, Mexico, <=50K,0
1,, HS-grad, Never-married, Adm-clerical, Not-in-family,, Female,0, United-States, <=50K,
1, Private,, Never-married, Exec-managerial, Other-relative,,,0, Philippines, <=50K,0
1,, HS-grad, Never-married,, Own-child, White, Male,0, United-States, <=50K,
1,, HS-grad, Divorced,,, White, Male,,, >50K,
1, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,,, <=50K,0
1, Private, Bachelors,, Handlers-cleaners, Not-in-family, White, Male,0, United-States, <=50K,0
, Self-emp-not-inc,,,, Unmarried, Black, Male,, United-States, <=50K,0
1, Private,,, Craft-repair, Not-in-family, White,,, United-States, <=50K,
1, Private, Bachelors,, Other-service, Other-relative, Black, Male,1, United-States, <=50K,
2,, 1st-4th, Divorced,, Not-in-family, White, Female,0,, <=50K,0
1,,, Never-married, Other-service, Unmarried, White,,0, United-States, <=50K,0
, Self-emp-inc, Masters, Divorced, Exec-managerial, Unmarried,, Female,0, United-States, <=50K,0
1, Private, HS-grad, Never-married, Exec-managerial, Not-in-family,,,, England, <=50K,0
1, Self-emp-not-inc, Masters, Married-civ-spouse, Sales, Husband, White, Male,0, United-States, >50K,0
, Private, Some-college, Divorced, Other-service, Unmarried, White, Female,0, Mexico, <=50K,0
1, Federal-gov, Assoc-acdm,, Exec-managerial, Not-in-family, White, Male,, United-States, <=50K,0
1,, Masters, Widowed,, Unmarried, White, Male,0, United-States, <=50K,0
0, Private, 11th, Never-married, Handlers-cleaners, Own-child, White,,0, United-States, <=50K,0
2, Local-gov, Assoc-voc,, Prof-specialty, Not-in-family, White, Female,, United-States, <=50K,0
1,, HS-grad, Never-married, Other-service,, White,,0, United-States, <=50K,0
1, State-gov, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0, United-States, <=50K,0
1, Private,, Married-civ-spouse, Sales, Husband, White, Male,0, United-States, >50K,
, Private, Bachelors, Never-married, Craft-repair, Not-in-family, White,,, United-States, <=50K,0
1, State-gov, Bachelors,, Prof-specialty, Husband, White, Male,, United-States, >50K,0
1, Private, HS-grad, Married-spouse-absent, Sales, Unmarried, White,,, United-States, <=50K,0
1, Private, HS-grad,, Craft-repair, Own-child, Black, Male,0, United-States, <=50K,0
1, Private, HS-grad,,, Not-in-family, Black, Male,0, United-States, <=50K,0
0, Private, HS-grad, Never-married, Other-service, Own-child,,,0, United-States, <=50K,0
1, Private, Bachelors, Married-civ-spouse,, Husband, White, Male,1,, <=50K,0
1, Local-gov, Some-college,, Exec-managerial, Husband, Black, Male,0, United-States, >50K,0
1, Private, Some-college, Divorced, Adm-clerical, Not-in-family,, Female,0, United-States, <=50K,
1, Private, Some-college, Never-married, Craft-repair,, Black, Male,0, United-States, <=50K,0
1, Private, 7th-8th,, Machine-op-inspct, Husband, White, Male,0, Mexico, >50K,
1, Federal-gov, Some-college,,, Husband, White, Male,0, United-States, >50K,
1, Private, HS-grad, Married-civ-spouse, Adm-clerical,,,,0, United-States, <=50K,0
, Self-emp-not-inc, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Female,, United-States, <=50K,0
,, Bachelors, Divorced,, Not-in-family, White, Female,1, United-States, <=50K,0
1, Private, Masters, Married-civ-spouse,,,, Female,1, United-States, <=50K,0
1, State-gov, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,, >50K,0
, Private, Some-college, Divorced, Machine-op-inspct, Not-in-family, Black,,, United-States, <=50K,0
1, Private, Some-college, Married-civ-spouse,, Husband,, Male,0, United-States, <=50K,0
, Local-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, Black, Male,0, United-States, <=50K,0
1, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,, United-States, <=50K,0
1, Federal-gov,,, Tech-support, Husband, White, Male,, United-States, <=50K,0
1, Private, 5th-6th, Married-civ-spouse, Transport-moving, Other-relative, White, Male,0, Mexico, <=50K,
1, Private, Some-college, Divorced, Craft-repair, Not-in-family,, Male,0, United-States, <=50K,0
1, Federal-gov, Masters, Never-married, Exec-managerial, Not-in-family, White, Female,1, United-States, >50K,1
, Private, Masters, Married-civ-spouse, Prof-specialty, Other-relative, White, Male,0, United-States, >50K,1
1, Self-emp-not-inc, HS-grad,,, Not-in-family,,,0, United-States, <=50K,
,, Masters,, Prof-specialty,, White, Female,0, United-States, <=50K,0
0,, HS-grad, Never-married,, Own-child, White, Male,0, Italy, <=50K,0
,, Bachelors, Married-civ-spouse, Exec-managerial, Husband,, Male,1, United-States, >50K,0
, Local-gov, Some-college, Never-married, Prof-specialty,, White,,, United-States, <=50K,0
, State-gov,,, Adm-clerical, Unmarried, White, Female,0, United-States, <=50K,
0,, 11th, Never-married,, Own-child, White, Female,0, United-States, <=50K,0
1, Private, Bachelors, Married-civ-spouse, Other-service, Husband, Black, Male,,, >50K,1
1,, HS-grad,, Craft-repair,, White, Male,,, <=50K,0
1, Self-emp-inc,,, Sales, Wife, White,,0, United-States, >50K,1
, Private, 11th,, Sales, Own-child, White, Female,0, United-States, <=50K,0
1, Local-gov,, Married-civ-spouse, Transport-moving, Husband,,,0, United-States, <=50K,0
1, Private, HS-grad, Married-civ-spouse,, Husband, White,,0,, >50K,0
1,, Some-college, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Female,0, United-States, <=50K,0
1, Private, HS-grad,, Craft-repair, Husband, Asian-Pac-Islander, Male,0,, <=50K,
1,, 7th-8th, Married-civ-spouse,, Husband,, Male,, United-States, >50K,0
, Private, Bachelors,, Exec-managerial,, Black,,1, United-States, >50K,0
1, Private, Assoc-acdm, Divorced,, Not-in-family, White, Female,0, United-States, <=50K,0
, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,, Poland, <=50K,0
, Private,, Married-civ-spouse, Prof-specialty, Husband, White, Male,1, United-States, <=50K,0
1, Private, 10th,,, Not-in-family,, Male,0, United-States, <=50K,0
1, Private, Some-college,, Handlers-cleaners, Husband, White, Male,0, United-States, <=50K,0
2,, 1st-4th, Divorced,, Not-in-family, White,,0, United-States, <=50K,0
2,, HS-grad, Never-married,, Not-in-family,, Male,, United-States, <=50K,0
, Private,,, Adm-clerical, Husband, Black, Male,, United-States, <=50K,0
1, Local-gov, Preschool, Never-married,, Not-in-family, White, Female,0, United-States, <=50K,0
0, Private, HS-grad, Never-married, Sales,, White,,0,, <=50K,
1,,, Divorced,, Not-in-family, Amer-Indian-Eskimo,,0, United-States, <=50K,
2, Self-emp-not-inc, HS-grad,,, Husband, White, Male,1, United-States, <=50K,0
2,, Assoc-voc, Widowed, Adm-clerical,, White,,0,, <=50K,0
2, Private, HS-grad,, Adm-clerical, Not-in-family,, Female,0, United-States, <=50K,
1, Private, 11th, Separated, Transport-moving, Not-in-family,, Male,0, United-States, <=50K,0
1, Private, HS-grad, Divorced, Sales, Unmarried, Black, Female,, United-States, <=50K,
1, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0, United-States, <=50K,0
1, Private, Some-college, Divorced, Craft-repair, Other-relative, Other, Female,0, United-States, <=50K,0
1, Private, Prof-school,,,, White, Male,1, United-States, >50K,0
1, State-gov, HS-grad, Married-civ-spouse, Other-service, Husband, White,,0, United-States, <=50K,0
1, State-gov, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0, United-States, <=50K,0
, Private,,, Exec-managerial, Husband, White, Male,1, Iran, >50K,0
1,,,, Exec-managerial, Husband, White, Male,, United-States, >50K,0
1, Private, HS-grad, Never-married, Transport-moving, Own-child, White, Male,0, United-States, <=50K,0
,, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,, United-States, >50K,
1, Self-emp-not-inc, HS-grad, Married-civ-spouse, Other-service, Wife, White, Female,0, United-States, <=50K,0
1,, Assoc-acdm, Married-civ-spouse, Protective-serv, Husband, White,,1, United-States, <=50K,0
0,, Some-college, Never-married,, Own-child,, Male,0,, <=50K,0
1, Private, Some-college, Divorced,, Not-in-family, White, Male,0,, <=50K,0
1, Private, HS-grad, Married-civ-spouse,, Husband, White, Male,0,, <=50K,0
1, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White,,, United-States, >50K,0
, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0, United-States, <=50K,0
1, Private, Assoc-acdm, Married-civ-spouse, Tech-support, Husband, White, Male,1, United-States, >50K,
1, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,, <=50K,0
1, Private, Prof-school, Married-civ-spouse, Prof-specialty, Wife, White, Female,,, >50K,
1, Private, Bachelors,, Adm-clerical,, Black, Female,0, United-States, <=50K,
1, Local-gov, 10th, Widowed, Other-service, Unmarried, Black, Female,, United-States, <=50K,
, Local-gov, Some-college, Never-married, Adm-clerical,,, Male,0,, <=50K,0
, Private, Some-college, Never-married, Transport-moving, Not-in-family, White,,, United-States, <=50K,0
1, Self-emp-not-inc,, Married-civ-spouse,, Husband, Asian-Pac-Islander,,0, Cambodia, >50K,0
0, Private, HS-grad, Never-married,, Own-child, White, Female,0,, <=50K,0
, Private, HS-grad, Separated,, Not-in-family,, Female,0, United-States, <=50K,0
1, Private, Assoc-voc,, Exec-managerial, Not-in-family, White, Female,0,, <=50K,0
1, Private, 7th-8th,, Craft-repair, Not-in-family, White,,0, United-States, <=50K,0
1, Private, Bachelors, Divorced,, Own-child, White, Female,0, United-States, <=50K,0
1, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,1,, <=50K,0
0, Private, 11th,, Other-service, Own-child, White,,0, United-States, <=50K,0
1, Private, Some-college, Married-civ-spouse, Sales, Husband, White,,0, United-States, <=50K,0
1,, 11th,, Craft-repair,,, Male,0, United-States, <=50K,0
1, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,1,, >50K,0
0,,, Never-married,, Own-child, White, Male,0, Canada, <=50K,0
2, Private,, Married-civ-spouse,, Husband, White, Male,0, United-States, >50K,0
1,, Bachelors,, Prof-specialty, Not-in-family,, Female,, United-States, <=50K,0
, Private, HS-grad, Married-civ-spouse, Craft-repair, Wife, White, Female,0, United-States, >50K,0
2, Private, HS-grad, Married-civ-spouse,, Husband, White,,0, United-States, >50K,
0, Private, 9th, Never-married, Other-service, Own-child,, Male,, United-States, <=50K,0
1, Self-emp-not-inc, Masters,, Farming-fishing, Husband, White, Male,1, United-States, <=50K,0
1, Local-gov, Masters, Never-married, Prof-specialty, Own-child,, Male,0, United-States, <=50K,
1, Private, HS-grad, Divorced, Prof-specialty,, White, Female,0, United-States, <=50K,0
1, Private,, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,0, United-States, <=50K,0
, Private, Some-college,, Craft-repair, Husband,, Male,0, United-States, >50K,
1, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Female,0, United-States, <=50K,0
1, Private, Some-college, Never-married, Tech-support, Own-child, White, Female,0, United-States, <=50K,0
, Private,, Married-civ-spouse, Machine-op-inspct,, White, Female,0, United-States, >50K,
, Private, Bachelors, Never-married, Prof-specialty,, White,,0, Germany, <=50K,0
1, Local-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0, United-States, >50K,1
1,, Assoc-acdm,, Sales, Unmarried,,,0, United-States, <=50K,
1, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Female,0, United-States, <=50K,0
1, Private, HS-grad, Never-married, Handlers-cleaners, Own-child,, Male,0, United-States, <=50K,0
, Federal-gov, Masters,, Sales, Husband, White, Male,0, United-States, >50K,1
1, Private,, Married-civ-spouse,,, White, Male,1, United-States, >50K,0
1, Private, Some-college, Divorced,, Not-in-family,, Male,0, United-States, <=50K,0
1, Private,, Never-married, Exec-managerial,,, Female,0, United-States, <=50K,
1, Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male,0, Ecuador, <=50K,0
, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband,, Male,0, United-States, <=50K,0
1,,, Divorced, Prof-specialty,, White, Female,0,, <=50K,0
1, Local-gov, Bachelors, Never-married, Protective-serv, Not-in-family, White,,1, United-States, <=50K,
1,, Some-college, Never-married, Sales,, White, Male,0, United-States, <=50K,0
,, Bachelors, Never-married, Tech-support, Unmarried,, Female,,, <=50K,0
2, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White,,0,, <=50K,
1, Self-emp-inc, Bachelors, Divorced, Sales, Not-in-family, White, Female,1, United-States, <=50K,0
,,, Married-civ-spouse,, Wife,,,0,, <=50K,0
1, Private,,, Craft-repair, Own-child, White,,, United-States, <=50K,0
1, Private, HS-grad, Divorced,, Not-in-family, White, Male,1, United-States, <=50K,0
, Private, Bachelors,,,,, Male,0, United-States, >50K,1
1, Private,, Never-married, Other-service, Not-in-family,, Female,0, United-States, <=50K,0
1, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0, United-States, >50K,0
1,,, Married-civ-spouse, Sales, Husband, White, Male,0, United-States, >50K,0
1,, Some-college, Married-civ-spouse,, Wife, Asian-Pac-Islander, Female,0, Laos, <=50K,0
1, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White,,0, United-States, <=50K,0
1, Private,, Never-married, Tech-support,, White, Male,0, United-States, <=50K,0
1, Private,, Never-married, Prof-specialty, Not-in-family, White,,0, United-States, <=50K,0
1, Private, Assoc-acdm, Married-civ-spouse, Adm-clerical, Husband, White,,, United-States, >50K,0
1, Self-emp-inc, Some-college,, Farming-fishing, Husband, White, Male,1, United-States, >50K,0
1, Private, Bachelors, Never-married, Sales, Not-in-family,,,0, United-States, <=50K,0
1, Private, Masters,, Exec-managerial,,, Male,0,, >50K,1
0,,, Never-married,, Own-child, Black,,, United-States, <=50K,0
1, Self-emp-not-inc, Bachelors, Divorced, Prof-specialty, Not-in-family, Black, Female,0, United-States, >50K,0
1,, Some-college, Never-married, Sales,, White, Male,0, United-States, <=50K,0
1, Private, Some-college, Never-married, Machine-op-inspct,,, Male,0, United-States, <=50K,0
2, Self-emp-not-inc, Some-college,, Sales, Husband, White, Male,0, United-States, <=50K,0
1, Private, 5th-6th, Married-civ-spouse,, Other-relative,,,, Mexico, <=50K,
1,, Some-college, Never-married, Tech-support, Not-in-family, White, Female,0, United-States, <=50K,0
2,, HS-grad,, Other-service, Not-in-family, White, Female,0, United-States, <=50K,0
, Self-emp-not-inc, HS-grad, Married-civ-spouse,, Husband, White, Male,0, United-States, <=50K,0
, Private, Some-college,, Craft-repair, Husband, White, Male,1, United-States, <=50K,0
1, Private, HS-grad, Divorced, Transport-moving, Not-in-family, White, Male,0, United-States, <=50K,0
1, Private, 11th,, Exec-managerial, Not-in-family,, Female,, United-States, <=50K,0
2, Self-emp-not-inc, Masters, Married-civ-spouse, Craft-repair,,, Male,0, United-States, <=50K,
